Label,Load (µL),Signal (px),Mass (ng),Conc (ng/µL)
Qiagen,1.0,12560.451185427319,60.220328845844236,60.220328845844236
Qiagen,0.3333333333333333,4954.396297416917,23.75355549402818,71.26066648208455
Qiagen,0.1111111111111111,2064.569261098075,9.898453327265404,89.08607994538865
Zymo,1.0,7989.94581634309,38.30731535176846,38.30731535176846
Zymo,0.3333333333333333,5013.775177152303,24.038243966709118,72.11473190012735
Zymo,0.1111111111111111,3589.546697067446,17.209866056062502,154.88879450456253
